id,year,dateInserted,datePublished,doctype,doi,pmid,linkout,timesCited,altmetric,venue,publisher,title,openAccess,concepts,meshTerms
pub.1127165787,2020,4/30/2020,4/28/2020,article,10.1101/2020.04.23.20076042,,https://www.medrxiv.org/content/medrxiv/early/2020/04/28/2020.04.23.20076042.full.pdf,12,1886,medRxiv,Cold Spring Harbor Laboratory,"Features of 16,749 hospitalised UK patients with COVID-19 using the ISARIC WHO Clinical Characterisation Protocol",oa_all • green_pub,median duration • prospective observational cohort study • observational cohort study • chronic pulmonary disease • intensive care unit • chronic cardiac disease • date of reporting • uncomplicated diabetes • hospital stay • common comorbidities • cohort study • median age • clinical features • pulmonary disease • care unit • mechanical ventilation • interventional studies • UK patients • clinical trials • cardiac disease • pandemic preparedness • ethical approval • UK hospitals • comorbidities • patients • admission • hospital • symptoms • disease • care • age • duration • days • ISRCTN • asthma • obesity • stay • diabetes • mortality • respiratory • study • trials • ventilation • intervention • research studies • WHO • research purposes • systemic • questionnaire • approval • date • outbreak • high probability • participants • years • response • reporting • distinct clusters • protocol • preparedness • features • people • high dependency • need • purpose • readiness • UK • samples • units • Wales • importance • analysis • Scotland • England • detailed description • real-time analysis • probability • Europe • reporting date • data gathering • clusters • dependency • description • gathering • characterisation protocol • severe COVID-19 • COVID-19 • rapid data gathering • pre-approved questionnaire • consent samples • non-asthmatic chronic pulmonary disease • largest detailed description • ISARIC • Clinical Characterisation Protocol,
pub.1127132917,2020,4/30/2020,1/1/2020,preprint,10.2139/ssrn.3580767,,,0,,SSRN Electronic Journal,Elsevier,"A Simple, Non-Recursive Model of the Spread of COVID-19 with Applications to Policy",oa_all • green_sub,infectious population • social distancing • SIR-model • simple SIR model • epidemiology • intervention • quarantine rules • policy measures • policy interventions • transmission model • population • policy • testing • measures • spread • SIR model • earlier research • function • model • non-recursive model • distancing • impact • research • relation • concept • lag • respect • estimates • rules • paper • simple • problem • applications • structure • transmission function • kernel • composition kernel • basic SIR-model • medium-run policy • cohort composition kernel • aggregate transmission function • non-pharmaceutical policy interventions • Spread of COVID-19 • COVID-19,
pub.1127126328,2020,4/30/2020,4/24/2020,article,10.1101/2020.04.19.20071548,,https://www.medrxiv.org/content/medrxiv/early/2020/04/24/2020.04.19.20071548.full.pdf,0,112,medRxiv,Cold Spring Harbor Laboratory,Current Understanding of COVID-19 Clinical Course and Investigational Treatments,oa_all • green_pub,disease progression • clinical presentation • viral levels • individualized treatment • treatment approaches • first evidence-based recommendations • literature search • evidence-based recommendations • patient's clinical presentation • standard treatment approach • pre-existing health conditions • investigational treatment options • MERS-CoV • SARS-CoV • time of infection • individualized treatment protocols • pulmonary involvement • inflammatory markers • systemic inflammation • cohort study • clinical course • viral load • treatment algorithm • language restrictions • treatment options • treatment modalities • investigational treatment • clinical algorithm • treatment protocol • drug classes • clinical reports • reference lists • electronic databases • clinical tests • patients • relevant studies • health conditions • Additional studies • progression • Google Scholar • inflammation • treatment • mortality • age • review article • presentation • large group • participants • current understanding • comorbidities • seroconversion • morbidity • EMBASE • review • pathophysiology • study • MEDLINE • clinic • CINAHL • hospital • cohort • thorough review • PubMed • infection • number of factors • weeks • months • care • CDC • efficacy • pharmacology • FDA • modalities • levels • United States • markers • involvement • protocol • report • search • United Kingdom • conclusion • guidelines • stage • group • options • staff • IHME • course • recommendations • microbiology • addition • factors • number • relevance • database • test • large number • procedure • Netherlands • restriction • Taiwan • need • article • distinct stages • literature • keywords • data • list • inclusion • IsdA • time • Rwanda • Canada • variability • focus • Japan • Kingdom • understanding • approach • Israel • information • decisions • ET • survivability • conditions • Vietnam • France • respect • agencies • load • state • class • terms • case study • China • work • scholarly articles • scholars • framework • paper • algorithm • unified framework • COVID-19 • quality review article • Heyn et • SARS-CoV-2 • Worldometer • COVID-19 Clinical Course,
pub.1127160559,2020,4/30/2020,4/27/2020,article,10.1148/radiol.2020201491,32339081,https://pubs.rsna.org/doi/pdf/10.1148/radiol.2020201491,5,41,Radiology,Radiological Society of North America (RSNA),AI Augmentation of Radiologist Performance in Distinguishing COVID-19 from Pneumonia of Other Etiology on Chest CT,oa_all • gold_bronze,chest CT • positive RT-PCR • chest CT findings • CT findings • final cohort • RT-PCR • CT characteristics • pneumonia • separate hospitals • patients • sensitivity 95 • hospital • CT • test accuracy • AUC • definite evidence • ROC AUC • CT slices • radiologists • AI assistance • radiologists' performance • final model • specificity • slices • etiology • characteristic AUC • cohort • testing • augmentation • sensitivity • findings • assistance • evidence • independent testing • equal ratio • study • training • lung segmentation • purpose • ratio • results • challenges • validation • probability • model • characteristics • accuracy • system • performance • input • test set • high accuracy • model performance • artificial intelligence systems • network • neural network • set • segmentation • deep neural network architecture • average test accuracy • neural network architecture • model probabilities • higher average test accuracy • intelligence systems • network architecture • architecture • two-layer • Background COVID-19 • COVID-19 • etiology share similar CT characteristics • share similar CT characteristics • similar CT characteristics • Methods 521 patients • abnormal chest CT findings • non-COVID-19 pneumonia • abnormal CT slices • EfficientNet B4 deep neural network architecture • B4 deep neural network architecture • Receiver Operating Characteristic (ROC) AUC • Operating Characteristic (ROC) AUC • Precision-Recall (PR) AUC • PR AUC • Conclusion AI assistance • AI Augmentation • Distinguishing COVID-19 • Other Etiology,
pub.1127139454,2020,4/30/2020,1/1/2020,preprint,10.2139/ssrn.3572889,,https://doi.org/10.1101/2020.05.04.20076349,0,,SSRN Electronic Journal,Elsevier,Intensive Care Risk Estimation in COVID-19 Pneumonia Based on Clinical and Imaging Parameters: Experiences from the Munich Cohort,oa_all • green_sub,intensive care unit treatment • radiological severity score • unit treatment • severity score • lung volume • intensive care treatment • severe disease course • time of admission • good clinical practice • local institutional review board • institutional review board • important predictive parameter • Munich cohort • Declaration of Helsinki • lymphocyte count • severe course • ICU patients • disease course • prospective study • leukocyte count • care treatment • ROC-AUC • PCR positivity • high risk • Pneumonia Based • severity grading • clinical practice • patients • predictive parameters • CRP • review board • computed tomography images • infection number • imaging parameters • IL-6 • diagnostic tool • treatment • tomography images • risk • scores • risk estimation • counts • scientific evaluation • admission • lung • Clinical • cohort • infection • course • severity • positivity • radiologists • volume • conflicts of interest • study • external funding • consent • grading • conclusion • findings • need • specificity • Helsinki • data • summary • evaluation • sensitivity • experience • practice • laboratory • number • time • authors • funding • scale • parameters • available software • random forest modelling • tool • statements • interest • board • images • Declaration • accuracy • principles • software • estimation • conflict • forest modelling • dynamics • modelling • machine • Based • coronavirus disease 2019 • disease 2019 • care unit (ICU) treatment • COVID-19 infection • COVID-19 • radiological severity grading • standard deviation sensitivity • deviation sensitivity • Intensive Care Risk Estimation • Care Risk Estimation • COVID-19 Pneumonia Based,
pub.1127143106,2020,4/30/2020,1/1/2020,preprint,10.2139/ssrn.3583678,,,0,9,SSRN Electronic Journal,Elsevier,Cohort of 4404 Persons Under Investigation for COVID-19 in a NY Hospital and Predictors of ICU Care and Ventilation,oa_all • green_sub,invasive mechanical ventilation • lowest oxygen saturation • ICU care • emergency department • mechanical ventilation • viral status • regular floor • oxygen saturation • academic medical center emergency department • intensive care unit admission • Medical Center Emergency Department • Patient predictor variables • care unit admission • center emergency department • NY hospitals • unit admission • higher respiratory rate • positive patients • retrospective cohort • hospital admission • initial presentation • intensive care • healthcare burden • ICU • respiratory rate • patients • admission • subsequent need • care • ventilation • hospital • cohort • median • predictors • determination of factors • persons • status • symptoms • mortality • swabs • univariate • predictor variables • death • burden • presentation • hr • association • days • hours • report • Department • need • NYS • investigation • factors • saturation • rate • experience • objective • floor • PUI • variables • time • curves • analysis • information • planning • arrival • epicenter • determination • resource planning • allocation • Most COVID-19 reports • COVID-19 reports • SARS-CoV-2 positive patients • most patients’ viral status • patients’ viral status • NY COVID-19 epicenter • COVID-19 epicenter • large academic medical center emergency department • COVID-19 • SARS-CoV-2 status • PUI patients • prehospital IMV • SARS-CoV-2 • positive SARS-CoV-2 swabs • SARS-CoV-2 swabs • pandemic curve,
pub.1127124982,2020,4/30/2020,12/1/2020,article,10.1038/s41392-020-0158-2,32341331,https://www.nature.com/articles/s41392-020-0158-2.pdf,2,9,Signal Transduction and Targeted Therapy,Springer Nature,A retrospective cohort study of methylprednisolone therapy in severe patients with COVID-19 pneumonia,oa_all • gold_pure,retrospective cohort study • methylprednisolone therapy • cohort study • severe patients • pneumonia • patients • therapy • study • COVID-19 pneumonia,"Betacoronavirus • China • Coronavirus • Coronavirus Infections • Humans • Methylprednisolone • Pandemics • Pneumonia, Viral • Respiratory Distress Syndrome, Adult • Retrospective Studies • Risk Factors"
pub.1126934478,2020,4/25/2020,4/23/2020,preprint,10.21203/rs.3.pex-893/v1,,https://assets.researchsquare.com/files/pex-893/v1/Manuscript.pdf,0,,Research Square,Research Square,Many-Persons-To-1-Test-Kit Infectious Disease Screening—Abridged Version,oa_all • green_pub,infectious disease screening • infected individuals • health authorities • disease screening • testing capacity • target population • cohort size • entire population • population • cohort • screening • individuals • methodology paper • screening methodology • test capacity • same methodology • capacity • loss • people • cruise ships • size • countries • movement • new screening methodology • villages • means • complexes • version • town • city • university campus • lockdown • authorities • methodology • campus • factory • movement of people • residential complex • paper • tower • ship • office tower • economy • unprecedented loss • commerce • Abstract COVID-19 • COVID-19 • full multiplier grid (MG) methodology paper • multiplier grid (MG) methodology paper • grid (MG) methodology paper • entire highrise residential complex • highrise residential complex • same test capacity • Persons-To-1-Test • Kit Infectious Disease Screening,
pub.1126934521,2020,4/25/2020,4/23/2020,preprint,10.21203/rs.3.rs-22892/v1,,https://assets.researchsquare.com/files/rs-22892/v1/manuscript.pdf,0,,Research Square,Research Square,Azithromycin added to Hydroxychloroquine in Patients Admitted to Intensive Care due to Coronavirus Disease 2019 (COVID-19) – Protocol of Randomized Controlled Trial AZIQUINE-ICU,oa_all • green_pub,intensive care • day 14 • ventilation-free survival • patient-centered outcomes • hours of admission • percentage of patients • cohort of patients • intensive care unit • ICU admission • ICU length • moribund patients • respiratory deterioration • early administration • primary outcome • early disease • study treatment • care unit • observational trial • mechanical ventilation • TRIAL REGISTRATION • exclusion criteria • day 28 • common reason • febrile disease • patients • investigational drugs • viral replication • treatment limitations • placebo • hydroxychloroquine • azithromycin • trial period • disease • composite percentage • trials • care • admission • infection • treatment • doses • dose • outcomes • CT numbers • good standard • intubation • pregnancy • RCTs • stay • allergy • lung • symptoms • cohort • percentage • mortality • intolerance • administration • weeks • ventilation • efficacy • drugs • survival • adults • total • vitro • days • exposure • hours • safety • group • deterioration • damage • pathway • period • life pathways • replication • criteria • background • effect • combination • addition • data • registration • number • end • reasons • units • ratio • potential • standards • present • length • limitations • labels • method • discussion • place • design • coronavirus SARS-CoV-2 • SARS-CoV-2 • progressive COVID-19 infection • COVID-19 infection • duration symptoms • severe COVID-19 • COVID-19 • improved clinical patients-centered outcomes • clinical patients-centered outcomes • mechanical ventilation-free survival • NCT04339816 • Eudra CT number • Coronavirus Disease • Randomized Controlled Trial AZIQUINE-ICU • Controlled Trial AZIQUINE-ICU • Trial AZIQUINE-ICU • AZIQUINE-ICU,
pub.1126934607,2020,4/25/2020,4/23/2020,preprint,10.21203/rs.3.rs-24629/v1,,https://assets.researchsquare.com/files/rs-24629/v1/manuscript.pdf,0,1,Research Square,Research Square,SARS-CoV-2 Infection in Children and Newborns: A Systematic Review,oa_all • green_pub,chest CT-scan • pediatric intensive care unit • severe acute respiratory syndrome • intensive care unit • clinical cohort study • acute respiratory syndrome • CT-scan • cohort study • pediatric age • care unit • laboratory findings • respiratory syndrome • novel coronavirus • radiology findings • electronic search • moderate signs • PubMed database • systematic review • infection • total sample size • children • newborns • recent outbreaks • higher proportion • signs • sample size • dyspnea • cough • review • patients • syndrome • findings • symptoms • mortality • study • coronavirus • age • adults • possible implications • outbreak • aim • years • proportion • evidence • sup • cases • database • search • laboratory • units • implications • size • paper • SARS-CoV-2 infections • SARS-CoV-2 • COVID-19 infection,
pub.1126934576,2020,4/25/2020,4/23/2020,preprint,10.21203/rs.3.rs-23967/v1,,https://assets.researchsquare.com/files/rs-23967/v1/manuscript.pdf,0,,Research Square,Research Square,"Clinical features of COVID-19 patients in one designated medical institutions in Chengdu, China",oa_all • green_pub,intensive care unit • onset of illness • mild cases • shortness of breath • first hospital admission • onset of symptoms • symptoms of patients • mean platelet volume • effective drug treatment • history of exposure • abdominal pain • clinical characteristics • lymphocyte levels • median age • hospital admission • clinical features • median time • care unit • common symptoms • blood glucose • epidemiological characteristics • platelet volume • disease progression • drug treatment • clinical data • Medical Center • human transmission • severe cases • patients • infected individuals • disease status • short stay • admission • hospital • symptoms • medical facilities • illness • medical institutions • treatment • onset • days • exposure • protective measures • pain • medications • headache • stay • diarrhea • incubation period • district people • cases • shortness • cohort • infection • disease • weeks • progression • breath • age • dynamic changes • emergency • glucose • status • changes • humans • fatigue • years • confirmation • transmission • data • individuals • period • levels • Chengdu • history • center • team • lack • measures • volume • people • characteristics • institutions • family • contact • units • time • facilities • features • analysis • Sichuan Province • information • Wuhan • Province • original data • parameters • state • social networks • China • state of emergency • network • temperature • severe acute respiratory syndrome coronavirus 2 • acute respiratory syndrome coronavirus 2 • respiratory syndrome coronavirus 2 • syndrome coronavirus 2 • coronavirus 2 • coronavirus disease • Pidu District People • laboratory-confirmed SARS-Cov-2 infection • SARS-Cov-2 infection • World Health Organization (WHO) nCoV CASE • Health Organization (WHO) nCoV CASE • Organization (WHO) nCoV CASE • nCoV CASE • Version 1.2 28JAN2020 • COVID-19 • positive SARS-Cov-2 • SARS-Cov-2 • COVID-19 patients,
pub.1126934603,2020,4/25/2020,4/23/2020,preprint,10.21203/rs.3.rs-24574/v1,,https://assets.researchsquare.com/files/rs-24574/v1/manuscript.pdf,1,271,Research Square,Research Square,A SARS-CoV-2 surrogate virus neutralization test (sVNT) based on antibody-mediated blockage of ACE2-spike (RBD) protein-protein interaction,oa_all • green_pub,virus neutralization test • antibody-mediated blockage • neutralization test • biosafety level 3 laboratory • virus-host interactions • flow-based assay • humoral protection • current gold standard • contact tracing • patient cohort • antibody response • human coronavirus • live virus • herd immunity • infection rate • serological tests • gold standard • rapid test • viral spike protein • spike protein • antibodies • receptor protein • urgent need • cohort • species-independent manner • response • immunity • ELISA • test • coronavirus • receptors • isotypes • blockage • virus • protein • outbreak • assays • specificity • different countries • tracing • sensitivity • rate • protection • manner • need • ability • laboratory • international response • hand • detection • countries • standards • protein-protein interactions • containment • interaction • community • critical moment • global community • domain • moment • COVID-19 outbreak • robust serological test • SARS-CoV-2 • virus neuralization test • neuralization test • level 3 (BSL3) laboratory • lateral flow-based assays • sVNT • surrogate virus neutralization test • ACE2 receptor protein • COVID-19 patient cohorts • BSL3 containment • ACE2-spike (RBD) protein-protein interaction,
pub.1126935527,2020,4/25/2020,4/23/2020,article,10.2807/1560-7917.es.2020.25.16.2000508,32347200,https://www.eurosurveillance.org/deliver/fulltext/eurosurveillance/25/16/eurosurv-25-16-1.pdf?itemId=/content/10.2807/1560-7917.ES.2020.25.16.2000508&mimeType=pdf&containerItemId=content/eurosurveillance,1,34,Eurosurveillance,European Centre for Disease Control and Prevention (ECDC),"Strong associations and moderate predictive value of early symptoms for SARS-CoV-2 test positivity among healthcare workers, the Netherlands, March 2020",oa_all • gold_pure,healthcare workers • moderate predictive value • ocular pain • test positivity • general malaise • extreme tiredness • symptom questionnaire • muscle aches • mild symptoms • early symptoms • predictive value • discriminative value • symptoms • strong association • screening strategy • positivity • molecular confirmation • pain • headache • fever • anosmia • tiredness • diagnosis • malaise • questionnaire • association • workers • AChE • confirmation • predictive model • Netherlands • values • strategies • model • severe acute respiratory syndrome coronavirus 2 • acute respiratory syndrome coronavirus 2 • respiratory syndrome coronavirus 2 • syndrome coronavirus 2 • coronavirus 2 • moderate discriminative value • presumptive SARS-CoV-2 diagnosis • SARS-CoV-2 diagnosis • SARS-CoV-2 test positivity,"Adult • Aged • Betacoronavirus • Cohort Studies • Coronavirus Infections • Cough • Eye Pain • Fatigue • Fever • Headache • Health Personnel • Health Policy • Humans • Middle Aged • Myalgia • Netherlands • Pandemics • Patient Isolation • Personnel, Hospital • Pharyngitis • Pneumonia, Viral • Predictive Value of Tests • Young Adult"
pub.1126926840,2020,4/25/2020,1/1/2020,article,10.1093/cid/ciaa490,32337591,https://academic.oup.com/cid/advance-article-pdf/doi/10.1093/cid/ciaa490/33130427/ciaa490.pdf,0,11,Clinical Infectious Diseases,Oxford University Press (OUP),Early risk factors for the duration of SARS-CoV-2 viral positivity in COVID-19 patients,oa_all • gold_bronze,early risk factors • counts of CD8 • viral positivity • risk factors • predominant risk factor • electronic medical records • laboratory parameters • lower IL-6 • prospective study • severe patients • medical records • clinical information • patients • CD8 • laboratory data • positivity • cohort • duration • counts • cells • higher counts • factors • IL-10 • IL-6 • eosinophils • lymphocytes • infection • disease • pandemic • prevention • covariables • days • findings • intervals • significance • control • records • study • positives • regression results • results • information • data • analysis • parameters • Pneumonia COVID-19 • COVID-19 • SARS-CoV-2 viral positivity • SARS-CoV-2 infection • viral positivity duration • positivity duration • day SARS-CoV-2 positive • SARS-CoV-2 positive • day SARS-CoV-2 • SARS-CoV-2 • COVID-19 patients • median SARS-CoV-2 viral positivity duration • SARS-CoV-2 viral positivity duration • shorter viral positivity duration • early laboratory parameters,
pub.1126926066,2020,4/25/2020,4/24/2020,article,10.20452/pamw.15312,32329978,https://www.mp.pl/paim/en/node/15312/pdf,4,,Polish Archives of Internal Medicine,Towarzystwo Internistow Polskich/Polish Society of Internal Medicine,Retrospective study of risk factors for severe SARS-Cov-2 infections in hospitalized adult patients.,oa_all • gold_bronze,higher SOFA score • SOFA score • risk factors • lymphocyte count • adult patients • Sequential Organ Failure Assessment score • Organ Failure Assessment score • higher blood leukocyte count • Chronic Health Evaluation • retrospective cohort study • blood leukocyte count • reactive protein levels • hospitalized adult patients • lower lymphocyte counts • Acute Physiology • hospital death • clinical characteristics • only patients • cohort study • neutrophil count • albumin levels • retrospective study • dimer levels • leukocyte count • advanced age • Medical Center • severe disease • high risk • multivariable regression • patients • assessment scores • greater risk • health evaluation • admission • infection • protein levels • interim guidance • scores • counts • risk • hypertension • lymphocytopenia • factors • levels • incidence • disease • clinicians • study • death • odds • age • severe incidence • total • regression • physiology • related studies • evaluation • center • guidance • development • characteristics • future • method • Coronavirus disease 2019 • disease 2019 • severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • respiratory syndrome coronavirus 2 (SARS-CoV-2) infection • syndrome coronavirus 2 (SARS-CoV-2) infection • coronavirus 2 (SARS-CoV-2) infection • SARS-CoV-2 infection • Dabieshan Medical Center • COVID-19 • Failure Assessment (SOFA) score • severe COVID-19 • severe SARS-Cov-2 infections,
pub.1126926064,2020,4/25/2020,4/24/2020,article,10.1056/nejmc2011117,32329975,https://doi.org/10.1056/nejmc2011117,4,286,New England Journal of Medicine,Massachusetts Medical Society,Covid-19 and Kidney Transplantation,oa_all • gold_bronze,kidney-transplant recipients • rapid clinical deterioration • CD8 cell counts • low CD3 • kidney transplantation • clinical deterioration • cell count • recipients • CD4 • transplantation • CD3 • cohort • counts • deterioration • High • Covid-19 • consecutive kidney-transplant recipients,
pub.1126925966,2020,4/25/2020,4/24/2020,article,10.1172/jci.insight.138999,32329756,http://insight.jci.org/articles/view/138999/files/pdf,7,167,JCI Insight,American Society for Clinical Investigation,Neutrophil extracellular traps in COVID-19,oa_all • gold_bronze,neutrophil extracellular traps • cell-free DNA • absolute neutrophil count • MPO-DNA • respiratory failure • neutrophil count • extracellular traps • histone H3 • patients breathing room air • acute respiratory distress syndrome • role of NETs • Cit-H3 • respiratory distress syndrome • breathing room air • acute phase reactants • lungs of patients • novel therapeutic target • potential clinical relevance • DNA • microbicidal proteins • viral pneumonia • distress syndrome • reactive protein • hospitalized patients • mechanical ventilation • platelet levels • worse outcomes • cytokine release • phase reactants • longitudinal cohort • control neutrophils • blood neutrophils • severe cases • clinical relevance • therapeutic target • patients • room air • protein • oxidant enzymes • elevated levels • specific markers • neutrophils • chromatin • serum • future studies • H3 • net release • counts • enzyme • high levels • dehydrogenase • failure • pneumonia • inflammation • levels • syndrome • lung • cohort • infection • release • ventilation • outcomes • markers • traps • target • dimer • role • predictive power • findings • individuals • summary • study • cases • relevance • Web • potential • extent • data • air • reactants • power • coronavirus disease 2019 • disease 2019 • extracellular webs • COVID-19 • hospitalized patients breathing room air • severe COVID-19,
pub.1126910322,2020,4/25/2020,5/10/2020,article,10.1111/ajt.15941,32330343,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ajt.15941,1,174,American Journal of Transplantation,Wiley,COVID‐19 in solid organ transplant recipients: Initial report from the US epicenter,oa_all • gold_bronze,solid organ transplant recipients • organ transplant recipients • transplant recipients • severe disease • common presenting symptom • bolus steroids • kidney recipients • presenting symptom • baseline characteristics • immunosuppressive management • asymptomatic cases • median age • clinical presentation • severe outcomes • initial cohort • high risk • patients • initial experience • recipients • initial report • infection • disease • outcomes • New York City • outbreak • remdesivir • tocilizumab • dyspnea • hydroxychloroquine • cough • intubation • transplant • lung • azithromycin • symptoms • cohort • steroids • York City • weeks • liver • age • risk • heart • presentation • report • years • testing limitations • management • cases • center • experience • undercounting • potential • limitations • characteristics • city • epicenter • SARS-CoV-2 infection • dual-organ transplants • COVID-19 • US epicenter,
pub.1126909387,2020,4/25/2020,4/24/2020,article,10.1038/s41375-020-0836-7,32332856,https://www.nature.com/articles/s41375-020-0836-7.pdf,6,81,Leukemia,Springer Nature,COVID-19 in persons with haematological cancers,oa_all • gold_bronze,health care providers • case fatality rate • haematological cancers • care providers • fatality rate • case rates • high case fatality rate • specific risk factors • hospitalised subjects • cohort study • risk factors • protective isolation • well persons • severe disease • solid cancers • more deaths • cancer • significant differences • subjects • outcomes • same outcome • persons • providers • infection • disease • baseline • pandemic • rate • death • study • surveillance • cause • controversy • factors • differences • cases • center • data • isolation • Wuhan • China • SARS-CoV-2 • coronavirus infectious disease-19 • infectious disease-19 • disease-19 • outcomes of COVID-19 • COVID-19 • severe COVID-19 • hospitalised health care providers • similar case rate • normal health care providers • possible protective isolation,
pub.1126911965,2020,4/25/2020,4/23/2020,article,10.1101/2020.04.19.20068015,,https://www.medrxiv.org/content/medrxiv/early/2020/04/23/2020.04.19.20068015.full.pdf,10,195,medRxiv,Cold Spring Harbor Laboratory,Impaired type I interferon activity and exacerbated inflammatory responses in severe Covid-19 patients,oa_all • green_pub,anti-inflammatory therapy • inflammatory response • whole-blood transcriptomics • type I interferon activity • high-risk population • low interferon production • most severe patients • host immune response • tumor necrosis factor • interferon-stimulated genes • interferon type I • utilization of drugs • IFN administration • ill patients • severe patients • immunological features • virus load • disease progression • immune cells • immune response • necrosis factor • first symptoms • cytokine quantification • patients • interferon production • consequent downregulation • IFN pathway • immune analysis • disease severity • interferon activity • major global threat • therapy • type I • unique phenotype • severity • molecular mechanisms • distinct patterns • transcriptional factors • response • interleukin • IL-6 • chemokines • symptoms • TNF • cohort • administration • blood • progression • global threat • death • drugs • downregulation • factors • activity • days • hallmark • deficiency • phenotype • cells • population • pathway • rationale • absence • study • genes • production • mechanism • profiling • patterns • concern • data • utilization • types • quantification • features • analysis • transcriptomics • load • threat • spectra • Coronavirus disease 2019 • disease 2019 • diverse host immune response • Covid-19 severity • depth phenotypical profiling • phenotypical profiling • Covid19 patients • impaired interferon (IFN) type I • persistent blood virus load • blood virus load • innate immune chemokines • immune chemokines • IFN deficiency • severe Covid-19 • Covid-19 • adapted anti-inflammatory therapy • Impaired type I interferon activity • I interferon activity • severe Covid-19 patients • Covid-19 patients,
pub.1126910370,2020,4/25/2020,4/23/2020,article,10.1101/2020.04.18.20071134,,https://www.medrxiv.org/content/medrxiv/early/2020/04/23/2020.04.18.20071134.full.pdf,5,1142,medRxiv,Cold Spring Harbor Laboratory,Cluster of COVID-19 in northern France: A retrospective closed cohort study,oa_all • green_pub,infection attack rate • retrospective closed cohort study • closed cohort study • cohort study • history of fever • high positive predictive value • proportion of participants • proportion of donors • blood donor centers • positive predictive value • overall infection attack rate • respiratory symptoms • hospitalisation rates • infected group • blood samples • herd immunity • fatality rate • infected individuals • predictive value • antibody detection • blood bank • study period • attack rate • antibodies • symptoms • infection • participants • Department • proportion • smokers • ageusia • fever • anosmia • blood • immunity • weeks • rate • study • questionnaire • siblings • measures • group • presence • staff • donors • individuals • period • parents • history • center • mid-January • France • non-teaching staff • samples • time • detection • donor centers • pupils • area • values • confinement measures • northern France • clusters • banks • teachers • Oise • Oise department • COVID-19 • SARS-CoV-2 antibodies • SARS-CoV-2 infection • infection fatality rate • lower IAR • nearby blood banks • SARS-CoV-2 • Cluster of COVID-19,
pub.1126920573,2020,4/25/2020,4/24/2020,article,10.1001/jamapediatrics.2020.1619,32329784,https://jamanetwork.com/journals/jamapediatrics/articlepdf/2765196/jamapediatrics_xie_2020_ld_200025.pdf,0,818,JAMA Pediatrics,American Medical Association (AMA),"Mental Health Status Among Children in Home Confinement During the Coronavirus Disease 2019 Outbreak in Hubei Province, China",oa_all • gold_bronze,mental health status • anxiety of children • cohort study • health status • home confinement • children • depression • anxiety • outbreak • status • study • Hubei Province • Province • Wuhan • China • lockdown • Huangshi • confinement • coronavirus disease 2019 lockdown • disease 2019 lockdown • Coronavirus Disease 2019 Outbreak • Disease 2019 Outbreak,
pub.1126917962,2020,4/25/2020,4/23/2020,preprint,10.1101/2020.04.21.054122,,https://www.biorxiv.org/content/biorxiv/early/2020/04/23/2020.04.21.054122.full.pdf,2,22,bioRxiv,Cold Spring Harbor Laboratory,Population genomics insights into the recent evolution of SARS-CoV-2,oa_all • green_pub,recombination events • coronavirus genome • positive selection • population genomics insight • population genetic analyses • recent evolutionary events • strong positive selection • approximate Bayesian computation approach • human host • additional recombination events • Genomic insights • evolutionary events • linkage disequilibrium analysis • genomic regions • non-human hosts • genome • genetic analysis • high similarity • mutation rate • demographic scenarios • population size • polymorphism patterns • disequilibrium analysis • adaptability mechanism • rapid exponential growth • exponential growth • recombination • host • computational analysis • recent evolution • hedgehog • growth • virus • evolution • sparrows • selection • region • events • similarity • target • insights • mechanism • population • analysis • computation approach • patterns • size • evidence • addition • strategies • study • American cohort • Abstract • results • rate • pandemic • approach • place • past • prophylactic strategies • scenarios • parameters • cohort • current coronavirus disease 2019 (COVID-19) pandemic • coronavirus disease 2019 (COVID-19) pandemic • disease 2019 (COVID-19) pandemic • SARS-CoV-2 virus • sequence computational analysis • SARS-CoV-2 genome • plausible recombination events • pangolin coronavirus genome • bat coronavirus genome • Bayesian Computation approach • SARS-CoV-2 populations • Northern American cohorts • observed polymorphism patterns • SARS-CoV-2,
pub.1126916787,2020,4/25/2020,4/23/2020,article,10.1101/2020.04.19.20070995,,https://www.medrxiv.org/content/medrxiv/early/2020/04/23/2020.04.19.20070995.full.pdf,0,4,medRxiv,Cold Spring Harbor Laboratory,"Reduced expression of COVID-19 host receptor, ACE2 is associated with small bowel inflammation, more severe disease, and response to anti-TNF therapy in Crohn′s disease",oa_all • green_pub,anti-TNF therapy • Angiotensin-Converting Enzyme 2 • Crohn's disease • ACE2 expression • active Crohn's disease • small bowel inflammation • host receptors • ACE2 downregulation • bowel inflammation • ACE2 mRNA • pediatric cohort • poor outcome • worse prognosis • worse outcomes • severe disease • enzyme 2 • independent cohort • ileal tissue • disease subjects • uninvolved tissue • demographic features • cohort • reduced expression • disease • inflammation • therapy • ACE2 • receptors • outcomes • tissue • expression • BMI • patients • prognosis • ileum • responders • death • age • adults • downregulation • subjects • mRNA • response • evidence • data • control • transcriptomic data • features • hundreds of thousands • millions • thousands • hundreds • SARS-coronavirus 2 • non-inflammatory bowel disease (IBD) subjects • bowel disease (IBD) subjects • COVID-19 • small bowel ACE2 expression • bowel ACE2 expression • anti-TNF responders • COVID-19 host receptor,
